配置ID,第2口觸發點,第2口回檔率,第3口觸發點,總P&L,LONG_P&L,SHORT_P&L,總交易次數,LONG交易次數,SHORT交易次數,總勝率,LONG勝率,SHORT勝率,執行時間
576,35,20%,48,1338.2,353.8,984.4,128,71,57,55.5%,53.5%,57.9%,0.478s
577,35,20%,49,1179.0,179.4,999.6,126,69,57,54.8%,52.2%,57.9%,0.472s
578,35,20%,50,1165.2,130.4,1034.8,126,69,57,54.0%,50.7%,57.9%,0.466s
579,35,20%,51,1210.0,156.0,1054.0,126,69,57,54.0%,50.7%,57.9%,0.469s
580,35,20%,52,1288.4,230.4,1058.0,126,69,57,54.0%,50.7%,57.9%,0.485s
581,35,20%,53,1346.0,275.2,1070.8,126,69,57,54.0%,50.7%,57.9%,0.443s
582,35,20%,54,1135.6,124.8,1010.8,124,68,56,53.2%,50.0%,57.1%,0.457s
583,35,20%,55,1171.6,133.6,1038.0,124,68,56,53.2%,50.0%,57.1%,0.442s
584,35,20%,56,1283.6,223.2,1060.4,124,68,56,53.2%,50.0%,57.1%,0.517s
585,35,20%,57,1156.4,160.0,996.4,122,67,55,52.5%,49.3%,56.4%,0.437s
586,35,20%,58,1183.6,168.0,1015.6,122,67,55,52.5%,49.3%,56.4%,0.450s
587,35,20%,59,1213.2,194.4,1018.8,122,67,55,52.5%,49.3%,56.4%,0.435s
588,35,20%,60,1257.2,199.2,1058.0,122,67,55,52.5%,49.3%,56.4%,0.453s
589,35,25%,40,1391.9,524.9,867.0,134,75,59,58.2%,57.3%,59.3%,0.477s
590,35,25%,41,1443.1,536.1,907.0,134,75,59,58.2%,57.3%,59.3%,0.435s
591,35,25%,42,1254.7,415.2,839.5,131,73,58,57.3%,56.2%,58.6%,0.434s
592,35,25%,43,1227.2,356.5,870.7,130,72,58,56.9%,55.6%,58.6%,0.434s
593,35,25%,44,1245.6,356.5,889.1,130,72,58,56.9%,55.6%,58.6%,0.482s
594,35,25%,45,1147.4,227.1,920.3,129,71,58,55.8%,53.5%,58.6%,0.451s
595,35,25%,46,1184.2,227.9,956.3,129,71,58,55.8%,53.5%,58.6%,0.448s
596,35,25%,47,1171.6,272.8,898.8,128,71,57,55.5%,53.5%,57.9%,0.645s
597,35,25%,48,1195.6,280.0,915.6,128,71,57,55.5%,53.5%,57.9%,0.491s
598,35,25%,49,1041.2,110.3,930.8,126,69,57,54.8%,52.2%,57.9%,0.434s
599,35,25%,50,1027.3,61.3,966.0,126,69,57,54.0%,50.7%,57.9%,0.466s
600,35,25%,51,1072.2,86.9,985.2,126,69,57,54.0%,50.7%,57.9%,0.450s
601,35,25%,52,1150.6,161.4,989.2,126,69,57,54.0%,50.7%,57.9%,0.491s
602,35,25%,53,1208.2,206.2,1002.0,126,69,57,54.0%,50.7%,57.9%,0.448s
603,35,25%,54,1004.4,60.2,944.3,124,68,56,53.2%,50.0%,57.1%,0.436s
604,35,25%,55,1040.4,69.0,971.4,124,68,56,53.2%,50.0%,57.1%,0.441s
605,35,25%,56,1152.4,158.6,993.8,124,68,56,53.2%,50.0%,57.1%,0.440s
606,35,25%,57,1028.9,97.1,931.8,122,67,55,52.5%,49.3%,56.4%,0.503s
607,35,25%,58,1056.1,105.1,951.0,122,67,55,52.5%,49.3%,56.4%,0.435s
608,35,25%,59,1085.7,131.5,954.2,122,67,55,52.5%,49.3%,56.4%,0.465s
609,35,25%,60,1129.7,136.3,993.4,122,67,55,52.5%,49.3%,56.4%,0.458s
610,35,30%,40,1265.4,450.0,815.4,134,75,59,58.2%,57.3%,59.3%,0.540s
611,35,30%,41,1316.6,461.2,855.4,134,75,59,58.2%,57.3%,59.3%,0.458s
612,35,30%,42,1134.1,344.2,789.9,131,73,58,57.3%,56.2%,58.6%,0.449s
613,35,30%,43,1108.7,287.6,821.1,130,72,58,56.9%,55.6%,58.6%,0.434s
614,35,30%,44,1127.1,287.6,839.5,130,72,58,56.9%,55.6%,58.6%,0.446s
615,35,30%,45,1031.0,160.3,870.7,129,71,58,55.8%,53.5%,58.6%,0.485s
616,35,30%,46,1067.8,161.1,906.7,129,71,58,55.8%,53.5%,58.6%,0.436s
617,35,30%,47,1056.9,205.9,851.0,128,71,57,55.5%,53.5%,57.9%,0.443s
618,35,30%,48,1080.9,213.1,867.8,128,71,57,55.5%,53.5%,57.9%,0.436s
619,35,30%,49,931.3,48.3,883.0,126,69,57,54.8%,52.2%,57.9%,0.441s
620,35,30%,50,917.5,-0.7,918.2,126,69,57,54.0%,50.7%,57.9%,0.496s
621,35,30%,51,962.3,24.9,937.4,126,69,57,54.0%,50.7%,57.9%,0.466s
622,35,30%,52,1040.7,99.3,941.4,126,69,57,54.0%,50.7%,57.9%,0.457s
623,35,30%,53,1098.3,144.1,954.2,126,69,57,54.0%,50.7%,57.9%,0.444s
624,35,30%,54,901.2,2.5,898.7,124,68,56,53.2%,50.0%,57.1%,0.494s
625,35,30%,55,937.2,11.3,925.9,124,68,56,53.2%,50.0%,57.1%,0.434s
626,35,30%,56,1049.2,100.9,948.3,124,68,56,53.2%,50.0%,57.1%,0.445s
627,35,30%,57,929.4,41.2,888.2,122,67,55,52.5%,49.3%,56.4%,0.452s
628,35,30%,58,956.6,49.2,907.4,122,67,55,52.5%,49.3%,56.4%,0.483s
629,35,30%,59,986.2,75.6,910.6,122,67,55,52.5%,49.3%,56.4%,0.439s
630,35,30%,60,1030.2,80.4,949.8,122,67,55,52.5%,49.3%,56.4%,0.435s
631,36,10%,40,1890.1,790.1,1100.0,136,76,60,57.4%,56.6%,58.3%,0.435s
632,36,10%,41,1941.3,801.3,1140.0,136,76,60,57.4%,56.6%,58.3%,0.443s
633,36,10%,42,1735.0,668.7,1066.3,133,74,59,56.4%,55.4%,57.6%,0.482s
634,36,10%,43,1701.2,603.7,1097.5,132,73,59,56.1%,54.8%,57.6%,0.468s
635,36,10%,44,1719.6,603.7,1115.9,132,73,59,56.1%,54.8%,57.6%,0.470s
636,36,10%,45,1615.3,468.2,1147.1,131,72,59,55.0%,52.8%,57.6%,0.438s
637,36,10%,46,1652.1,469.0,1183.1,131,72,59,55.0%,52.8%,57.6%,0.496s
638,36,10%,47,1624.3,513.8,1110.5,130,72,58,54.6%,52.8%,56.9%,0.446s
639,36,10%,48,1648.3,521.0,1127.3,130,72,58,54.6%,52.8%,56.9%,0.564s
640,36,10%,49,1479.5,337.0,1142.5,128,70,58,53.9%,51.4%,56.9%,0.445s
641,36,10%,50,1465.7,288.0,1177.7,128,70,58,53.1%,50.0%,56.9%,0.437s
642,36,10%,51,1510.5,313.6,1196.9,128,70,58,53.1%,50.0%,56.9%,0.486s
643,36,10%,52,1588.9,388.0,1200.9,128,70,58,53.1%,50.0%,56.9%,0.434s
644,36,10%,53,1646.5,432.8,1213.7,128,70,58,53.1%,50.0%,56.9%,0.457s
645,36,10%,54,1420.1,270.9,1149.2,126,69,57,52.4%,49.3%,56.1%,0.435s
646,36,10%,55,1456.1,279.7,1176.4,126,69,57,52.4%,49.3%,56.1%,0.488s
647,36,10%,56,1568.1,369.3,1198.8,126,69,57,52.4%,49.3%,56.1%,0.466s
648,36,10%,57,1418.2,287.3,1130.9,124,68,56,51.6%,48.5%,55.4%,0.445s
649,36,10%,58,1445.4,295.3,1150.1,124,68,56,51.6%,48.5%,55.4%,0.438s
650,36,10%,59,1475.0,321.7,1153.3,124,68,56,51.6%,48.5%,55.4%,0.479s
651,36,10%,60,1519.0,326.5,1192.5,124,68,56,51.6%,48.5%,55.4%,0.461s
652,36,15%,40,1727.9,704.4,1023.5,136,76,60,57.4%,56.6%,58.3%,0.882s
653,36,15%,41,1779.1,715.6,1063.5,136,76,60,57.4%,56.6%,58.3%,0.616s
654,36,15%,42,1578.8,586.9,991.9,133,74,59,56.4%,55.4%,57.6%,0.444s
655,36,15%,43,1547.1,524.0,1023.1,132,73,59,56.1%,54.8%,57.6%,0.477s
656,36,15%,44,1565.5,524.0,1041.5,132,73,59,56.1%,54.8%,57.6%,0.454s
657,36,15%,45,1463.2,390.6,1072.7,131,72,59,55.0%,52.8%,57.6%,0.513s
658,36,15%,46,1500.0,391.4,1108.7,131,72,59,55.0%,52.8%,57.6%,0.470s
659,36,15%,47,1474.5,436.2,1038.4,130,72,58,54.6%,52.8%,56.9%,0.440s
660,36,15%,48,1498.6,443.4,1055.2,130,72,58,54.6%,52.8%,56.9%,0.440s
661,36,15%,49,1334.5,264.2,1070.4,128,70,58,53.9%,51.4%,56.9%,0.486s
662,36,15%,50,1320.7,215.2,1105.6,128,70,58,53.1%,50.0%,56.9%,0.439s
663,36,15%,51,1365.5,240.8,1124.8,128,70,58,53.1%,50.0%,56.9%,0.438s
664,36,15%,52,1443.9,315.2,1128.8,128,70,58,53.1%,50.0%,56.9%,0.493s
665,36,15%,53,1501.6,360.0,1141.6,128,70,58,53.1%,50.0%,56.9%,0.441s
666,36,15%,54,1282.0,202.6,1079.3,126,69,57,52.4%,49.3%,56.1%,0.516s
667,36,15%,55,1317.9,211.4,1106.5,126,69,57,52.4%,49.3%,56.1%,0.448s
668,36,15%,56,1429.9,301.0,1128.9,126,69,57,52.4%,49.3%,56.1%,0.438s
669,36,15%,57,1284.6,221.6,1063.0,124,68,56,51.6%,48.5%,55.4%,0.448s
670,36,15%,58,1311.8,229.6,1082.2,124,68,56,51.6%,48.5%,55.4%,0.436s
671,36,15%,59,1341.4,256.0,1085.4,124,68,56,51.6%,48.5%,55.4%,0.495s
672,36,15%,60,1385.4,260.8,1124.6,124,68,56,51.6%,48.5%,55.4%,0.455s
673,36,20%,40,1565.8,618.8,947.0,136,76,60,57.4%,56.6%,58.3%,0.450s
674,36,20%,41,1617.0,630.0,987.0,136,76,60,57.4%,56.6%,58.3%,0.435s
675,36,20%,42,1422.6,505.2,917.4,133,74,59,56.4%,55.4%,57.6%,0.512s
676,36,20%,43,1393.0,444.4,948.6,132,73,59,56.1%,54.8%,57.6%,0.436s
677,36,20%,44,1411.4,444.4,967.0,132,73,59,56.1%,54.8%,57.6%,0.441s
678,36,20%,45,1311.2,313.0,998.2,131,72,59,55.0%,52.8%,57.6%,0.437s
679,36,20%,46,1348.0,313.8,1034.2,131,72,59,55.0%,52.8%,57.6%,0.489s
680,36,20%,47,1324.8,358.6,966.2,130,72,58,54.6%,52.8%,56.9%,0.446s
681,36,20%,48,1348.8,365.8,983.0,130,72,58,54.6%,52.8%,56.9%,0.434s
682,36,20%,49,1189.6,191.4,998.2,128,70,58,53.9%,51.4%,56.9%,0.435s
683,36,20%,50,1175.8,142.4,1033.4,128,70,58,53.1%,50.0%,56.9%,0.444s
684,36,20%,51,1220.6,168.0,1052.6,128,70,58,53.1%,50.0%,56.9%,0.489s
685,36,20%,52,1299.0,242.4,1056.6,128,70,58,53.1%,50.0%,56.9%,0.451s
686,36,20%,53,1356.6,287.2,1069.4,128,70,58,53.1%,50.0%,56.9%,0.445s
687,36,20%,54,1143.8,134.4,1009.4,126,69,57,52.4%,49.3%,56.1%,0.437s
688,36,20%,55,1179.8,143.2,1036.6,126,69,57,52.4%,49.3%,56.1%,0.487s
689,36,20%,56,1291.8,232.8,1059.0,126,69,57,52.4%,49.3%,56.1%,0.439s
690,36,20%,57,1151.0,156.0,995.0,124,68,56,51.6%,48.5%,55.4%,0.443s
691,36,20%,58,1178.2,164.0,1014.2,124,68,56,51.6%,48.5%,55.4%,0.438s
692,36,20%,59,1207.8,190.4,1017.4,124,68,56,51.6%,48.5%,55.4%,0.501s
693,36,20%,60,1251.8,195.2,1056.6,124,68,56,51.6%,48.5%,55.4%,0.447s
694,36,25%,40,1420.9,550.4,870.5,136,76,60,57.4%,56.6%,58.3%,0.446s
695,36,25%,41,1472.1,561.6,910.5,136,76,60,57.4%,56.6%,58.3%,0.492s
696,36,25%,42,1283.7,440.7,843.0,133,74,59,56.4%,55.4%,57.6%,0.485s
697,36,25%,43,1256.2,382.0,874.2,132,73,59,56.1%,54.8%,57.6%,0.439s
698,36,25%,44,1274.6,382.0,892.6,132,73,59,56.1%,54.8%,57.6%,0.436s
699,36,25%,45,1176.4,252.6,923.8,131,72,59,55.0%,52.8%,57.6%,0.463s
700,36,25%,46,1213.2,253.4,959.8,131,72,59,55.0%,52.8%,57.6%,0.452s
701,36,25%,47,1192.3,298.2,894.1,130,72,58,54.6%,52.8%,56.9%,0.502s
702,36,25%,48,1216.3,305.5,910.9,130,72,58,54.6%,52.8%,56.9%,0.453s
703,36,25%,49,1061.9,135.8,926.1,128,70,58,53.9%,51.4%,56.9%,0.440s
704,36,25%,50,1048.1,86.8,961.3,128,70,58,53.1%,50.0%,56.9%,0.437s
705,36,25%,51,1092.9,112.4,980.5,128,70,58,53.1%,50.0%,56.9%,0.441s
706,36,25%,52,1171.3,186.9,984.5,128,70,58,53.1%,50.0%,56.9%,0.494s
707,36,25%,53,1228.9,231.7,997.3,128,70,58,53.1%,50.0%,56.9%,0.440s
708,36,25%,54,1022.9,83.4,939.5,126,69,57,52.4%,49.3%,56.1%,0.442s
709,36,25%,55,1058.9,92.2,966.7,126,69,57,52.4%,49.3%,56.1%,0.435s
710,36,25%,56,1170.9,181.8,989.1,126,69,57,52.4%,49.3%,56.1%,0.485s
711,36,25%,57,1034.7,107.6,927.0,124,68,56,51.6%,48.5%,55.4%,0.437s
712,36,25%,58,1061.9,115.6,946.3,124,68,56,51.6%,48.5%,55.4%,0.436s
713,36,25%,59,1091.5,142.0,949.5,124,68,56,51.6%,48.5%,55.4%,0.443s
714,36,25%,60,1135.5,146.8,988.7,124,68,56,51.6%,48.5%,55.4%,0.472s
715,36,30%,40,1289.8,474.8,815.0,136,76,60,57.4%,56.6%,58.3%,0.481s
716,36,30%,41,1341.0,486.0,855.0,136,76,60,57.4%,56.6%,58.3%,0.436s
717,36,30%,42,1158.5,369.0,789.5,133,74,59,56.4%,55.4%,57.6%,0.445s
718,36,30%,43,1133.1,312.4,820.7,132,73,59,56.1%,54.8%,57.6%,0.435s
719,36,30%,44,1151.5,312.4,839.1,132,73,59,56.1%,54.8%,57.6%,0.438s
720,36,30%,45,1055.4,185.1,870.3,131,72,59,55.0%,52.8%,57.6%,0.477s
721,36,30%,46,1092.2,185.9,906.3,131,72,59,55.0%,52.8%,57.6%,0.445s
722,36,30%,47,1073.6,230.7,842.9,130,72,58,54.6%,52.8%,56.9%,0.442s
723,36,30%,48,1097.6,237.9,859.7,130,72,58,54.6%,52.8%,56.9%,0.596s
724,36,30%,49,948.0,73.1,874.9,128,70,58,53.9%,51.4%,56.9%,0.519s
